gene,variance_2d_tpm,present_in_v3_candidate_features,selected_top_250
CTNNA1,5067.340084682599,False,False
CHD4,5054.29113559322,False,False
ROMO1,5052.008242451252,False,False
ACTL6B,5043.837646134096,True,True
TMEM35,5036.008249373618,False,False
PTPRZ1,5022.772456859786,True,True
KPNB1,5016.544247415518,False,False
ACTG2,5016.180651610697,False,False
KIF21B,5008.692354505153,False,False
NT5DC2,5004.461449952041,False,False
TCF3,4999.335466629236,False,False
UNCX,4998.353165950218,False,False
CBX3,4982.179050950393,False,False
CACNG7,4963.509622631622,True,True
NXPH4,4940.6358533155535,False,False
RNF187,4927.211398760688,True,True
NDUFB1,4923.433754420934,False,False
FAM64A,4921.669052325976,False,False
GNAQ,4906.47579233896,False,False
MYL12B,4879.649505459639,False,False
DNAJB6,4879.080351115323,False,False
CHD3,4874.575558042951,True,True
ACTA2,4862.633077528629,True,True
SSRP1,4845.535429586741,False,False
MYEOV2,4838.202345744581,False,False
RHOA,4835.731890877987,False,False
MAP1LC3A,4821.312701825923,True,True
NPDC1,4811.746408064007,False,False
SAE1,4803.382079248108,False,False
FOXP4,4802.872764237756,True,True
FUS,4801.890293453112,True,True
EPB41,4784.944312549859,False,False
FAM57B,4749.377459442514,True,True
ARHGAP21,4734.359069176871,False,False
SNRPG,4721.369694457311,False,False
C11orf10,4697.36187131043,False,False
CYP26B1,4695.487016743868,True,True
NELF,4677.050103726124,False,False
SYT11,4663.840980506135,False,False
CCNB1,4661.057856817677,False,False
FBLN1,4652.482218975681,False,False
USP22,4650.026309368822,False,False
VANGL2,4642.415951852827,True,True
BOC,4629.144173939362,False,False
MSMO1,4624.309923194839,True,True
ZNF664,4622.817836512031,False,False
SNN,4614.6253601671515,True,False
GPC4,4609.6232102800295,False,False
BAX,4605.044154477079,True,False
PHF21B,4590.682074749973,False,False
ATP5O,4590.616214069318,True,False
RPS27L,4566.641881872945,False,False
C12orf68,4551.378882198126,False,False
AQP4,4548.50142613199,True,False
PRRT2,4535.209677654959,True,False
LMNB2,4513.292546771005,False,False
SYT5,4498.077581644851,True,False
GATM,4494.880303258237,False,False
PSMB1,4494.531125844826,True,False
TOP2B,4485.242377602906,True,False
LRIG1,4465.902026140763,False,False
RAB6A,4450.811496394357,False,False
SNAP25,4441.221085382086,True,False
ARL8A,4422.775822512896,True,False
PFKP,4415.739762462131,True,False
SHMT2,4412.956630063983,True,False
SERPINE2,4412.675293858418,False,False
ACOT7,4396.6524098589325,False,False
CDH2,4387.479094225708,False,False
ATP6V0E2,4387.042722349722,False,False
SCRT2,4371.977838240867,False,False
ARF4,4370.839113659333,False,False
SCAMP5,4362.7578195716505,False,False
PCBP1,4360.261677311062,False,False
UHRF1,4351.267386151173,False,False
DCN,4346.989333013417,True,False
RHOB,4341.799645962733,False,False
ATP6AP1,4340.229606616485,False,False
SH3BGRL3,4337.997829844662,False,False
PRMT1,4334.850535155748,False,False
PRNP,4332.277288430361,False,False
NDRG2,4331.2634374963445,False,False
MRPL51,4322.3587572586575,False,False
SRSF1,4317.829800321087,False,False
SEC61A1,4315.019339214654,False,False
PAICS,4313.56838132201,False,False
ATN1,4309.583713342926,True,False
COX5B,4303.939167175492,False,False
CLSTN3,4290.2965879735875,False,False
CNTFR,4276.201136856511,True,False
SEC11C,4270.073630492683,False,False
ANXA1,4268.119185820729,False,False
PLXNA2,4249.951561930496,True,False
U2AF1,4224.42089021593,True,False
FKBP4,4224.317917701863,True,False
ASCL1,4217.193627535647,False,False
MYL12A,4204.968425100303,False,False
BNIP3L,4195.209811016949,False,False
PSMA7,4194.882528055585,False,False
FGF11,4191.769600800084,True,False
DNAJB2,4189.618853126645,False,False
WASH1,4188.667432108643,False,False
RCN2,4186.239970013803,False,False
CNIH2,4175.314123973869,False,False
ARHGDIA,4174.5228265712185,True,False
NPTN,4173.38299147805,False,False
CD151,4172.185458352927,False,False
FOS,4169.348384529366,True,False
PSRC1,4157.822022650923,False,False
GDF15,4147.046121399914,False,False
APOL4,4138.577487331415,False,False
ARPC2,4134.477044261969,False,False
C7orf59,4128.500656829958,False,False
MEST,4126.918366949152,True,False
FAM127A,4086.035633924039,False,False
NDUFA5,4071.470221192874,False,False
PHB2,4067.7723750973782,True,False
WBSCR17,4057.4923119936593,False,False
PODXL,4057.4440658624885,False,False
DLG4,4054.4073065755465,True,False
SF3B1,4051.778117049163,False,False
SNAI1,4047.367200294768,False,False
MTSS1L,4030.096708837187,False,False
FYN,4011.2238034951047,False,False
SDC2,3982.8657388526285,False,False
PFKFB3,3981.3421638540904,True,False
SF1,3973.1310278953342,False,False
C14orf166,3963.3783033845666,False,False
CLTA,3959.63191800131,False,False
LPHN1,3955.81314730498,False,False
RAB13,3949.2014165701657,False,False
CDKN1C,3948.2339749073003,False,False
PPAP2B,3948.170991119533,False,False
SMARCA4,3936.6265835608433,False,False
AGRN,3934.4205553245374,False,False
SCRN1,3910.791345425834,False,False
DSTN,3908.967003294499,False,False
HNRPDL,3885.8652005731597,False,False
PBX1,3883.7074352879254,False,False
VOPP1,3874.2220814851853,False,False
TF,3868.8527165713344,False,False
NQO1,3857.4467095232244,False,False
RRM1,3853.281898069388,False,False
CLIP2,3845.147366027418,False,False
FNBP1L,3844.2943476997575,False,False
PDE4DIP,3841.991142815033,True,False
ARF5,3835.1909597758836,False,False
DDAH1,3829.8978476681755,False,False
SNURF,3819.656057931829,True,False
NDUFA11,3819.2374468101902,False,False
SNRNP70,3819.18276195155,False,False
NOTCH1,3811.224805935128,False,False
FZD10,3800.490170378753,False,False
APCDD1,3799.0049032015067,True,False
GNG11,3794.8035687364754,False,False
GDI2,3789.25647503012,False,False
WSB1,3778.091514822028,True,False
SRP14,3770.619669078616,False,False
SLC7A5,3769.391993581196,True,False
DHX9,3747.1524686019584,False,False
SRSF6,3743.4271425465836,False,False
TUBB6,3742.7909891409627,False,False
SLIRP,3709.0713349995904,False,False
SMARCB1,3699.5956856984944,False,False
ATP6V0D1,3697.124595667965,True,False
DES,3680.024966167782,False,False
ACLY,3675.4980712332294,False,False
PRMT2,3671.378041305518,False,False
CALY,3654.803655716391,True,False
KHSRP,3651.2563108373984,False,False
YWHAB,3649.6906232913407,True,False
CSNK1E,3648.4890016943305,False,False
KIFAP3,3641.66051603853,False,False
PAFAH1B1,3630.3975350206456,True,False
PSMA4,3622.950334796061,False,False
ARGLU1,3621.385464343615,False,False
TOMM7,3610.4044759658914,False,False
TSC22D1,3606.956051783814,False,False
CHORDC1,3601.822955478939,False,False
SNRPF,3601.4145038688284,False,False
IDH2,3596.2557693418016,False,False
EIF4B,3594.752288905265,False,False
MASP1,3588.9030332719235,False,False
BRSK1,3577.8436326402775,False,False
NME1,3573.872613085003,False,False
RNASEK,3565.1814468499606,False,False
WBP5,3564.291854563053,False,False
CUTA,3560.9305539319926,False,False
SNCB,3552.921124656396,True,False
PUF60,3541.9530193681207,False,False
PSIP1,3539.2108565351905,False,False
PSMB3,3525.4467561269607,False,False
HN1L,3525.2169183680153,False,False
CA12,3524.7653990104222,False,False
CD276,3516.732014553579,False,False
NDUFB7,3513.101406286041,False,False
H2AFY2,3499.696606021687,False,False
TACC3,3494.129290659835,False,False
CSDE1,3492.4233931881718,False,False
NDUFA3,3492.0904222087706,False,False
CDR1,3485.68570857751,True,False
MAPRE3,3482.2279198541364,False,False
NTM,3476.339020019067,False,False
MKI67,3473.231792963587,False,False
SST,3463.3015914569955,True,False
RBM4,3462.7447575861793,False,False
IDI1,3450.899849588846,False,False
MMP14,3444.604199389408,False,False
EPHA4,3423.4131677281816,False,False
MTCH1,3418.84445283831,False,False
ATP6AP2,3405.2742729316533,False,False
ACBD7,3396.654502378614,False,False
PDLIM7,3385.152913692085,False,False
RAB6B,3384.306865378227,False,False
TRMT112,3383.2427285708436,False,False
SLC37A2,3369.312708765251,False,False
ZIC1,3363.1402400790726,False,False
LLGL1,3357.720064699208,False,False
TMEM97,3344.747159427308,False,False
NHLH2,3335.972199357242,False,False
PFKL,3334.9824777187073,True,False
B4GALT2,3321.8340593746707,False,False
PDPN,3317.038969917301,False,False
NUTF2,3305.075372502369,False,False
AIF1L,3300.2345713542945,False,False
FUBP1,3291.9918634382566,False,False
BCL11A,3290.7535976517993,False,False
DHCR7,3283.994625789849,False,False
DIRAS2,3282.5493263290873,False,False
MCM3,3281.3497282076473,True,False
SAA2,3279.7780042770596,False,False
ATOX1,3264.4352770917408,False,False
GABBR2,3254.7590758793326,True,False
CLASP2,3250.429801368565,False,False
TLE1,3248.3602627697655,True,False
WARS,3238.309704041946,False,False
PRKAR1B,3237.512126587009,False,False
ASS1,3234.6698962838195,False,False
CNTN1,3221.46105598484,True,False
KCNQ2,3219.5724926582916,True,False
TPX2,3214.0110456942834,False,False
SMC4,3207.973605043806,False,False
LTBP1,3204.5123219104935,False,False
EID1,3189.1134255237394,False,False
SCARB2,3185.0123723157994,False,False
CCNB2,3183.6194695494264,False,False
ZWINT,3182.1800399463095,True,False
C6orf1,3181.9060624539425,False,False
ABAT,3169.419331083389,False,False
SEC61B,3168.3951086693332,False,False
PDLIM1,3167.3128559544275,True,False
GJA1,3163.1676504029665,False,False
SEPT11,3162.876354771847,False,False
TSPAN13,3158.5832901831777,True,False
DAD1,3155.901145674399,False,False
VEGFB,3153.9463775344775,True,False
TBCA,3146.7666819431283,False,False
TMEM132A,3139.781744025102,True,False
GARS,3135.9621538436795,True,False
SRSF5,3133.3063611959155,False,False
ATP5D,3130.460149648501,True,False
HOXB7,3126.8842541086206,False,False
PRKAR2B,3118.846548294557,False,False
GABBR1,3114.5093958288003,False,False
B4GALNT4,3113.5925475921445,False,False
SSBP3,3103.267580878104,False,False
CNTNAP4,3095.425820708612,False,False
NELL2,3092.7808178100618,False,False
CCNG1,3083.5204090512457,False,False
RABAC1,3073.412739514101,True,False
CCT7,3066.810756353301,True,False
LUC7L3,3060.2615239124584,False,False
CELF3,3051.9333905229782,False,False
SEZ6L2,3036.1135246423605,True,False
CCND1,3032.3248448678805,False,False
SYT13,3029.997538592951,True,False
MTRNR2L3,3029.339171386462,False,False
PDIA3,3017.775081744862,True,False
ATXN7L3B,3016.3871615749026,False,False
DHFR,3015.8981840714223,False,False
DDIT3,3009.8348741791533,True,False
ATP1A1,3004.9752270812137,True,False
TAF15,3002.9426890883256,False,False
TMED9,3001.1505819138856,False,False
DYNC1H1,3001.102399806413,False,False
CALB2,3000.974251868033,True,False
C1orf49,2996.7493710735635,False,False
ACTN1,2986.050048913336,False,False
CELSR2,2968.064571754337,False,False
RRM2,2963.2287029845247,True,False
PID1,2954.901406737552,False,False
ACTR1A,2949.699354041946,False,False
BEX4,2948.400360253126,False,False
CLSTN1,2947.2615984325844,False,False
PSMB6,2942.6106227912883,False,False
POLR2L,2941.3199615936182,False,False
PJA2,2937.174448236656,True,False
PSMB4,2937.021259370577,False,False
MAP4,2933.4380253289823,False,False
NDUFB8,2933.1141013697343,False,False
CCNL2,2931.4539629972746,False,False
CES3,2928.3269418073255,False,False
SRGAP2,2928.12432028927,False,False
WDR1,2920.9435869091485,True,False
PRDX6,2918.656024730089,False,False
TCEAL4,2913.5407229351626,False,False
LBH,2911.7136249616924,False,False
EPB41L3,2900.916711680177,True,False
CDK4,2896.0402465429106,True,False
ZIC3,2895.872348968312,False,False
C6orf99,2895.6019160923374,False,False
CCT3,2894.064302976921,False,False
BZW1,2893.897937673556,False,False
WDR34,2884.7765336351194,False,False
CDC42EP4,2873.7571524470413,False,False
MMP2,2869.3542842240704,False,False
CAPRIN1,2868.101605647963,False,False
ABR,2864.8777406773806,True,False
VDAC1,2858.0081203337195,False,False
HSBP1,2857.6194051771536,False,False
CD200,2857.5135183966736,False,False
GABARAPL2,2853.575459185177,False,False
ANP32A,2849.3186491958218,False,False
CD82,2848.796178472588,False,False
FOXM1,2845.0289279924204,False,False
NEDD8,2842.6270579125285,True,False
CDK5RAP3,2828.7882595758615,False,False
SRSF7,2819.268345042753,False,False
HP1BP3,2817.927230974605,False,False
CLTB,2809.6074655490056,False,False
SNX3,2808.7767932179995,False,False
PPP2CB,2807.8891208179803,False,False
DLGAP4,2806.3470938742093,True,False
MFGE8,2805.644164307939,False,False
CACYBP,2804.498703568797,False,False
AURKB,2804.323193632078,False,False
PGRMC1,2804.075828553298,False,False
PARK7,2803.060651989683,False,False
GINS2,2788.52113739458,True,False
NFX1,2785.950819733656,False,False
KIAA0895L,2776.119239504158,False,False
DNAJC9,2771.215054389351,False,False
DCLK2,2770.1489779655167,False,False
ZCCHC12,2767.747129808401,False,False
CENPF,2765.0752740896705,False,False
LDOC1,2761.891334334608,False,False
DDX39A,2760.227588022716,False,False
SMARCC1,2754.9403551631167,False,False
GSN,2752.719102464587,False,False
C19orf63,2742.4350610637375,True,False
NKAIN1,2742.14798389772,False,False
RAI14,2739.445892484589,False,False
COPE,2722.579610527424,True,False
GLUD1,2719.5199073428776,False,False
SPTBN1,2716.3309282006294,False,False
MIDN,2711.439129941163,False,False
UBA52,2705.6626974254605,False,False
HCFC1R1,2699.0200696032325,True,False
EPN1,2697.7904168906666,False,False
NME4,2691.5942904843782,False,False
DYNC1I2,2690.7723331087486,False,False
HPCAL1,2690.4999192172277,False,False
ADD1,2690.430187619749,False,False
BIRC5,2687.834752217192,False,False
GYPC,2687.148960532103,False,False
NUDT9,2671.5472245879682,False,False
SCAND1,2669.5777755974314,False,False
ZYX,2666.8720116012214,False,False
PDCD5,2664.7193258266952,False,False
LGALS3BP,2664.169312479676,False,False
DHX15,2664.0181979787344,False,False
KITLG,2663.741825228387,True,False
NEK6,2658.353422687768,False,False
BRI3,2654.516196528875,False,False
EIF3K,2652.832275738967,False,False
PPP1CA,2651.915229565685,True,False
KLHL35,2647.51849184651,False,False
CHMP2A,2630.9805617971488,False,False
LASP1,2626.662113328888,False,False
HNRNPF,2625.421754021476,False,False
DUSP26,2623.8268272478977,True,False
MAP4K4,2620.6351539741026,False,False
CTSB,2618.9960672281295,False,False
CDON,2610.3622318980943,True,False
WBP2,2607.699239166696,False,False
NDUFB11,2592.698539961516,False,False
PSD,2591.300943997029,False,False
NDUFA1,2590.218273802506,False,False
SSR2,2583.90151557006,False,False
NDN,2583.48311791709,False,False
ATPIF1,2579.9702458972292,False,False
C16orf45,2579.5158416581867,False,False
CELF5,2579.3365130464026,False,False
NRXN1,2575.4116640517714,True,False
HMGN3,2573.109311405879,True,False
JUN,2571.3758179714823,True,False
SSBP1,2568.8189360353726,False,False
FAM171A2,2567.362444695348,False,False
PRC1,2564.230963423635,False,False
TTC9B,2559.496638063071,True,False
PLK1,2553.381012990842,False,False
CFI,2550.3021303716187,False,False
NRARP,2540.333241895053,False,False
FAM89B,2539.48417641857,True,False
PTPRS,2535.8673549543228,False,False
TPPP3,2531.776418468026,True,False
MAGED4,2531.04371742815,False,False
CLIP3,2528.2237724298466,False,False
CEP170,2526.9802605426307,False,False
PNMA1,2525.0272236141814,False,False
GRN,2523.8231114111422,True,False
MORF4L2,2520.0871266291188,False,False
FKBP3,2520.0235419283904,True,False
MEIS3,2518.451841672808,False,False
PRRC2B,2513.3714142026647,True,False
RAD21,2499.5975085798505,False,False
CDK1,2498.9743786293293,False,False
DAB1,2489.2645710963725,True,False
KDM1A,2488.1336782988856,False,False
ANK2,2484.5430350943375,False,False
PDIA6,2483.2340072218126,False,False
KIF1B,2480.0081971342015,False,False
FGF3,2479.125650724053,False,False
MZT2B,2476.281348647226,False,False
PSMC5,2471.9584159712717,False,False
SHISA5,2456.4119750687205,True,False
EFNB2,2453.073872133909,True,False
CCT2,2450.64632006644,False,False
HRAS,2449.420801894936,True,False
SCN3B,2448.928873336959,False,False
EIF3H,2447.5130605356126,False,False
PSMB7,2443.1301704600487,True,False
HDGFRP3,2440.6694056216443,False,False
GDAP1L1,2440.4916874594987,True,False
IP6K2,2435.416306963306,False,False
CGREF1,2431.6496679399,False,False
ENTPD1,2430.4973365880624,False,False
POU3F3,2425.312250436303,False,False
FAM3C,2420.346139383093,False,False
GRIA1,2416.1483012837607,True,False
CLNS1A,2410.5412626340785,False,False
GOSR1,2409.7693566954417,False,False
GNAZ,2409.62584838404,False,False
ANXA6,2404.1939068796714,True,False
MANF,2398.7053791796793,False,False
SPINT2,2390.6798367617644,True,False
NOTCH3,2382.1380807973937,False,False
ANP32E,2373.3620157753453,False,False
SRXN1,2368.7181620854826,False,False
MAP7D1,2366.971437877671,False,False
RAB5C,2366.414340417705,False,False
TAC3,2363.8634767080744,False,False
ACADVL,2361.468330729551,True,False
KIAA1598,2360.420504221497,False,False
LAPTM4A,2358.7652234439884,False,False
CD9,2353.497345197155,False,False
RNASEH2A,2350.521875288042,False,False
TMED10,2349.190778941058,False,False
BANF1,2347.7416974237053,False,False
VCP,2344.7714705033277,False,False
G3BP1,2341.646433624592,False,False
ATP6V0A1,2340.5229783953864,False,False
MCM5,2339.618340587898,False,False
ARHGAP33,2336.834681229603,True,False
LBR,2335.734955649133,False,False
EZH2,2335.125465337872,False,False
BZW2,2330.3883487062967,False,False
